180.76.4.52 - - [02/Jan/2015:00:02:04 -0500] "GET / HTTP/1.1" 301 294 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
195.162.69.58 - - [02/Jan/2015:04:00:52 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
193.104.41.186 - - [02/Jan/2015:04:01:01 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
87.16.38.152 - - [02/Jan/2015:04:12:21 -0500] "GET / HTTP/1.1" 200 22536 "http://buttons-for-website.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4026 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/themes//decoder/lib/js/supersubs.js HTTP/1.1" 200 3617 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1054 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 485 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1565 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 812 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 596 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 773 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.min.js?ver=1.4.9 HTTP/1.1" 200 22994 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 575 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/tubepress/src/main/web/js/tubepress.js?ver=4.0.1 HTTP/1.1" 200 5610 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/wordpress-code-snippet/scripts/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shThemeDefault.css HTTP/1.1" 200 1407 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:23 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shThemeDefault.css HTTP/1.1" 200 1407 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/uploads/shadowbox-js/3127eaded490136b0312be18eec12387.js?ver=3.0.3 HTTP/1.1" 200 42188 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-includes/js/comment-reply.min.js?ver=4.0.1 HTTP/1.1" 200 1074 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122 HTTP/1.1" 200 1696 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1" 200 15567 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.0.1 HTTP/1.1" 200 9976 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.0.1 HTTP/1.1" 200 1276 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-body-blue.png HTTP/1.1" 200 486 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-header.jpg HTTP/1.1" 200 12339 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-menu-hover-blue.png HTTP/1.1" 200 457 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-content.gif HTTP/1.1" 200 360 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-box-right.gif HTTP/1.1" 200 346 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-form-input.png HTTP/1.1" 200 438 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-form-submit-blue.png HTTP/1.1" 200 555 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-includes/images/rss.png HTTP/1.1" 200 912 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-list-item-sidebar-blue.gif HTTP/1.1" 200 357 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes//decoder/img/bg-footer-wrap-blue.png HTTP/1.1" 200 454 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/themes/decoder/img/creativecommons.png HTTP/1.1" 200 5044 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/styles/jquery.lightbox.min.css HTTP/1.1" 200 1150 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/loading.gif HTTP/1.1" 200 4295 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/prev.gif HTTP/1.1" 200 1569 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/next.gif HTTP/1.1" 200 1557 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
87.16.38.152 - - [02/Jan/2015:04:12:24 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/blank.gif HTTP/1.1" 200 346 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
193.104.41.186 - - [02/Jan/2015:04:15:52 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
178.137.36.9 - - [02/Jan/2015:04:16:56 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:04:16:57 -0500] "POST /wp-cron.php?doing_wp_cron=1420190217.0452790260314941406250 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
178.137.36.9 - - [02/Jan/2015:04:16:58 -0500] "POST /wp-login.php HTTP/1.1" 200 6295 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:04:20:54 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
66.249.67.5 - - [02/Jan/2015:04:25:06 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:04:35:42 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
66.249.67.147 - - [02/Jan/2015:04:42:59 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
146.0.78.8 - - [02/Jan/2015:04:54:45 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
146.0.78.8 - - [02/Jan/2015:04:54:46 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
193.104.41.186 - - [02/Jan/2015:04:55:37 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
144.76.201.69 - - [02/Jan/2015:05:02:50 -0500] "GET /2007/07/24/transformando-site-em-tableless/ HTTP/1.1" 404 17814 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
144.76.163.48 - - [02/Jan/2015:05:03:06 -0500] "GET /2007/07/24/transformando-site-em-tableless/ HTTP/1.1" 404 17814 "-" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
185.10.104.194 - - [02/Jan/2015:05:06:20 -0500] "GET /tag/webservices/feed/ HTTP/1.1" 200 5950 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
175.44.5.57 - - [02/Jan/2015:05:09:40 -0500] "GET /en/2007/05/31/instalando-e-usando-o-xampp/ HTTP/1.1" 404 19794 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
193.104.41.186 - - [02/Jan/2015:05:15:39 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:05:24:53 -0500] "POST /wp-cron.php?doing_wp_cron=1420194293.0882420539855957031250 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
66.249.67.147 - - [02/Jan/2015:05:24:52 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:05:35:36 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:05:40:42 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
216.92.155.49 - - [02/Jan/2015:05:40:42 -0500] "POST /wp-cron.php?doing_wp_cron=1420195242.7514700889587402343750 HTTP/1.0" 200 124 "-" "WordPress/4.0.1; http://jonathas.com"
66.249.67.155 - - [02/Jan/2015:05:44:22 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
146.0.73.134 - - [02/Jan/2015:05:47:54 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
146.0.73.134 - - [02/Jan/2015:05:47:55 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
101.108.112.100 - - [02/Jan/2015:05:48:16 -0500] "GET /ngng/ngn/ng.php HTTP/1.1" 404 17777 "-" "-"
101.108.112.100 - - [02/Jan/2015:05:48:18 -0500] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 17777 "-" "-"
101.108.112.100 - - [02/Jan/2015:05:48:19 -0500] "GET /pma/scripts/setup.php HTTP/1.1" 404 17777 "-" "-"
101.108.112.100 - - [02/Jan/2015:05:48:21 -0500] "GET /myadmin/scripts/setup.php HTTP/1.1" 404 17777 "-" "-"
220.181.108.115 - - [02/Jan/2015:05:50:52 -0500] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 200 1320 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
193.104.41.186 - - [02/Jan/2015:05:55:30 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:06:00:35 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:06:00:36 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
223.165.29.225 - - [02/Jan/2015:06:01:54 -0500] "GET / HTTP/1.1" 200 22536 "http://semalt.semalt.com/crawler.php?u=http://jonathas.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:55 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:55 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:55 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4026 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:55 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:55 -0500] "GET /wp-content/themes//decoder/lib/js/supersubs.js HTTP/1.1" 200 3616 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1565 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 812 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1055 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 596 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 773 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.min.js?ver=1.4.9 HTTP/1.1" 200 22994 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 485 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 575 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
223.165.29.225 - - [02/Jan/2015:06:01:56 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
